2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,66721,66919
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,121277,121322
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,179991,180032
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,230560,230601
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,274616,274664
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,341664,341709
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,402962,403007
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,442702,442743
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,497985,498026
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,539415,539461
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,583069,583111
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,638843,638884
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,684480,684521
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,732300,732340
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,790735,790775
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,830584,830624
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,882075,882115
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,931255,931301
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,996824,996871
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1052441,1052482
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1118591,1118631
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1161226,1161267
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1211430,1211471
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1251740,1251780
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1297740,1297786
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1339477,1339517
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1387969,1388011
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1453469,1453511
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1502140,1502180
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1559906,1559963
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1602420,1602527
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1662435,1662476
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1704030,1704071
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1737616,1737656
2aec2acfed380,0,52288055,gaussian,60.000000,10.000000,1000,1780784,1780823
