uniq_id,rank,iteration,distribution,mean,std,iterations,sleep_start,barrier_start,barrier_end,expected_sleep_nsec,actual_sleep_nsec
7d1bea60e09b7,14,12,gaussian,100000.000000,10000.000000,1000,2036509565,2143551330,2156380739,107029969,107041765
7d1bea60e09b7,12,12,gaussian,100000.000000,10000.000000,1000,2036467402,2134242168,2156338578,97761288,97774766
7d1bea60e09b7,11,12,gaussian,100000.000000,10000.000000,1000,2036127486,2115054245,2155998180,78919745,78926759
7d1bea60e09b7,2,12,gaussian,100000.000000,10000.000000,1000,2033574141,2119082204,2153440174,85505575,85508063
7d1bea60e09b7,6,12,gaussian,100000.000000,10000.000000,1000,2032325638,2136970887,2152194415,104642312,104645249
7d1bea60e09b7,7,12,gaussian,100000.000000,10000.000000,1000,2034600853,2124853475,2154469168,90248525,90252622
7d1bea60e09b7,1,12,gaussian,100000.000000,10000.000000,1000,2034485302,2135913888,2154354408,101420581,101428586
7d1bea60e09b7,5,12,gaussian,100000.000000,10000.000000,1000,2034710613,2124943749,2154578357,90227110,90233136
7d1bea60e09b7,0,12,gaussian,100000.000000,10000.000000,1000,2035020650,2147223277,2154890238,112195255,112202627
7d1bea60e09b7,4,12,gaussian,100000.000000,10000.000000,1000,2034121151,2130526465,2153992541,96401249,96405314
7d1bea60e09b7,3,12,gaussian,100000.000000,10000.000000,1000,2034854326,2126712990,2154720741,91853167,91858664
7d1bea60e09b7,13,13,gaussian,100000.000000,10000.000000,1000,2156021146,2255508791,2269787127,99484857,99487645
7d1bea60e09b7,8,13,gaussian,100000.000000,10000.000000,1000,2156375399,2257996870,2270143614,101611544,101621471
7d1bea60e09b7,10,13,gaussian,100000.000000,10000.000000,1000,2156378904,2247324686,2270147650,90934386,90945782
7d1bea60e09b7,9,13,gaussian,100000.000000,10000.000000,1000,2155991681,2265199803,2269758908,109200382,109208122
7d1bea60e09b7,15,13,gaussian,100000.000000,10000.000000,1000,2156322914,2251092035,2270088040,94761394,94769121
7d1bea60e09b7,14,13,gaussian,100000.000000,10000.000000,1000,2156381713,2255288239,2270148879,98895770,98906526
7d1bea60e09b7,12,13,gaussian,100000.000000,10000.000000,1000,2156339281,2270102631,2270106616,113747742,113763350
7d1bea60e09b7,11,13,gaussian,100000.000000,10000.000000,1000,2155998850,2253422836,2269765848,97415325,97423986
7d1bea60e09b7,2,13,gaussian,100000.000000,10000.000000,1000,2153440968,2243516935,2267209534,90073351,90075967
7d1bea60e09b7,6,13,gaussian,100000.000000,10000.000000,1000,2152195375,2232026640,2265962970,79828960,79831265
7d1bea60e09b7,7,13,gaussian,100000.000000,10000.000000,1000,2154469852,2259735447,2268235370,105260835,105265595
7d1bea60e09b7,1,13,gaussian,100000.000000,10000.000000,1000,2154355108,2243277319,2268122132,88915142,88922211
7d1bea60e09b7,5,13,gaussian,100000.000000,10000.000000,1000,2154579124,2250880695,2268345071,96295095,96301571
7d1bea60e09b7,0,13,gaussian,100000.000000,10000.000000,1000,2154890880,2250458716,2268660107,95561537,95567836
7d1bea60e09b7,4,13,gaussian,100000.000000,10000.000000,1000,2153993298,2264916886,2267761326,110918932,110923588
7d1bea60e09b7,3,13,gaussian,100000.000000,10000.000000,1000,2154721447,2249339920,2268488532,94612803,94618473
7d1bea60e09b7,13,14,gaussian,100000.000000,10000.000000,1000,2269787908,2365432994,2387801414,95642410,95645086
7d1bea60e09b7,8,14,gaussian,100000.000000,10000.000000,1000,2270144499,2341532632,2388155742,71380987,71388133
7d1bea60e09b7,10,14,gaussian,100000.000000,10000.000000,1000,2270148315,2375528648,2388158457,105367222,105380333
7d1bea60e09b7,9,14,gaussian,100000.000000,10000.000000,1000,2269759618,2366870736,2387773134,97104256,97111118
