edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,31457,249415,254631,290166,217958
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,255648,482467,482583,302142,226819
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,483064,713693,713788,307088,230629
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,714283,937787,937823,297718,223504
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,938264,1156308,1156570,290273,218044
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,1157312,1395667,1395846,316780,238355
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,1397294,1630330,1630521,310152,233036
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,1631275,1845291,1845329,285287,214016
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,1845557,2073131,2073166,303290,227574
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,2073670,2289399,2289623,287173,215729
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,2290097,2508034,2508398,290032,217937
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,2509257,2737465,2737587,303802,228208
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,2738154,2957369,2957505,292212,219215
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,2957980,3179059,3179132,294708,221079
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,3179469,3409966,3410189,306722,230497
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,3410717,3626236,3626348,285466,215519
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,3627047,3851390,3851428,299060,224343
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,3851724,4074141,4074177,296411,222417
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,4074693,4311211,4311250,315157,236518
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,4311845,4539528,4539563,303519,227683
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,4539730,4777048,4777257,315882,237318
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,4777797,4994387,4994422,288726,216590
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,4994608,5217875,5217914,297493,223267
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,5218273,5432864,5432902,286063,214591
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,5433084,5668976,5669069,292696,235892
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,5669566,5885377,5885413,287689,215811
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,5885609,6107368,6107403,295627,221759
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,6107670,6343943,6343979,314977,236273
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,6344137,6565985,6566023,295744,221848
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,6571311,6796940,6797036,300509,225629
edfea46444b11,0,225419497,gaussian,300.000000,10.000000,1000,6797526,7014045,7014081,288634,216519
